store,address,phone,address2,_GC_TYPE,_X,_Y
포항영일대점,경상북도 포항시 북구 삼호로265번길1 NB-City복합시설1층104호,054-241-3372,경상북도 포항시 북구 삼호로265번길1 NB-City복합시설1층104호,정,129.37965809122167,36.06154101760333
삼성역글라스타워뒷점,서울시 강남구 영동대로85길 9 (대치동) 서전빌딩1층,02-552-3363,서울특별시 강남구 영동대로85길 9 (대치동) 서전빌딩1층,정,127.06289712673247,37.50708974856598
경주미탐시티점,경상북도 경주시 엑스포로80(천군동)1층,054-777-5982,경상북도 경주시 엑스포로80(천군동)1층,유,129.28986847197416,35.83455684163351
상암한국지역정보개발원점,서울시 마포구 성암로301 KLID한국지역정보개발원 1층,02-376-9162,서울특별시 마포구 성암로301 KLID한국지역정보개발원 1층,정,126.88793772784778,37.58246931962287
송도홈플러스점,인천광역시 연수구 송도국제대로 165(송도동) 홈플러스송도점1층,032-822-5905,인천광역시 연수구 송도국제대로 165(송도동) 홈플러스송도점1층,정,126.65637201734559,37.38022559225424
상암DDMC점,서울시 마포구 상암동 1610번지 DDMC 지하 1층,02-375-0994,서울특별시 마포구 상암동 1610번지 DDMC 지하 1층,정,126.89288798475262,37.578442569554944
신논현역점,서울특별시 강남구 봉은사로108 글라스톤빌딩1층,02-569-9061,서울특별시 강남구 봉은사로108 글라스톤빌딩1층,정,127.02559253677535,37.50453468353491
포스코옆삼성로86길점,서울특별시 강남구 삼성로86길 11 거봉빌딩 1층,02-569-7501,서울특별시 강남구 삼성로86길 11 거봉빌딩 1층,정,127.05829351691047,37.50589544916253
고대참살이길점,"서울시 성북구 인촌로24길 25 (안암동5가) 2층,3층",02-923-7735,"서울특별시 성북구 인촌로24길 25 (안암동5가) 2층,3층",대,127.0280534517771,37.607099130775744
판교알파돔시티점,경기도 성남시 분당구 판교역로145(백현동) 판교알파돔 C2-3블럭 1층,031-8017-8556,경기도 성남시 분당구 판교역로145(백현동) 판교알파돔 C2-3블럭 1층,정,127.10915876574937,37.39417877979253
연대동문회관점,"서울시 서대문구 대신동 50-5 1층,2층(B동)",02-362-8301,"서울특별시 서대문구 대신동 50-5 1층,2층(B동)",정,126.94322386966947,37.563082472528784
범계역로데오점,경기도 안양시 동안구 평촌대로 223번길 41(호계동 1045-9) 2층,031-476-9082,경기도 안양시 동안구 평촌대로 223번길 41(호계동 1045-9) 2층,정,126.9535116027478,37.390489102686395
매헌역점,서울시 서초구 동산로 1  1층,02-2058-0921,서울특별시 서초구 동산로 1 1층,정,127.04013627842481,37.469001955389686
수원역점,"경기도 수원시 팔달구 매산로 11,  2층",031-248-9593,"경기도 수원시 팔달구 매산로 11, 2층",정,127.00272527819153,37.26744568259519
분당정자점,경기도 성남시 분당구 정자일로 227(정자동) 백궁지엔느주차전용빌딩 1층,031-786-1906,경기도 성남시 분당구 정자일로 227(정자동) 백궁지엔느주차전용빌딩 1층,정,127.10560380637496,37.37070858832268
명동M플라자점,서울시 중구 명동8길 27(명동2가),02-752-0888,서울특별시 중구 명동8길 27(명동2가),정,126.98516627325829,37.562531009928804
수원망포역점,경기도 수원시 영통구 영통로 214번길 8 1층,031-273-8751,경기도 수원시 영통구 영통로 214번길 8 1층,정,127.05757614155075,37.246231765314754
강서그랜드아이파크점,서울시 강서구 화곡6동 1095번지 1층,02-2699-7462,서울특별시 강서구 화곡6동 1095번지 1층,정,126.8512247941713,37.55484236685962
산본역점,경기도 군포시 광정로58 1층 104호 및 2층,031-399-8812,경기도 군포시 광정로58 1층 104호 및 2층,정,126.93098147186896,37.358507543046144
마두역점,경기도 고양시 일산동구 중앙로 1193 마두법조빌딩 1층,031-932-7018,경기도 고양시 일산동구 중앙로 1193 마두법조빌딩 1층,정,126.77662767025136,37.653093419771864
평촌점,"경기도 안양시 동안구 시민대로327번길 6, W 에이스타워 1층",031-426-9065,"경기도 안양시 동안구 시민대로327번길 6, W 에이스타워 1층",정,126.96696435570699,37.396650097411694
부천역점,경기도 부천시 부천로4 2층,032-668-7890,경기도 부천시 부천로4 2층,정,126.78349023862631,37.48446704456529
수지동천점,경기 용인시 수지구 손곡로 95 송란빌딩 1층,031-896-9044,경기도 용인시 수지구 손곡로 95 송란빌딩 1층,정,127.09180846878496,37.33596394441495
대치동나무병원점,서울특별시 강남구 영동대로 225 나무병원1층 (대치동994-5),02-562-9605,서울특별시 강남구 영동대로 225 나무병원1층 (대치동994-5),정,127.06763146202641,37.499258134347045
문래동점,서울시 영등포구 문래동6가 5번지 1층,02-2069-3157,서울특별시 영등포구 문래동6가 5번지 1층,정,126.88901823812442,37.51963552143065
서초역1번출구점,서울시 서초구 서초대로 250 스타갤러리 브릿지 1층 101호,02-598-7741,서울특별시 서초구 서초대로 250 스타갤러리 브릿지 1층 101호,정,127.00917319169099,37.49197387259363
대치사거리점,서울시 강남구 삼성로 352 창진빌딩 1층 및 2층,02-569-9751,서울특별시 강남구 삼성로 352 창진빌딩 1층 및 2층,정,127.05907286638605,37.50304465821141
강남대점,경기도 용인시 기흥구 강남로 3 강남앤플러스 1층,031-693-6312,경기도 용인시 기흥구 강남로 3 강남앤플러스 1층,정,127.1261333081676,37.271051003904205
상봉역점,서울특별시 중랑구 망우로 291 1층,02-493-8902,서울특별시 중랑구 망우로 291 1층,정,127.08479023393988,37.59644410263097
역삼동태광타워점,서울시 강남구 역삼동 718-20  태광타워 1층,02-569-9867,서울특별시 강남구 역삼동 718-20 태광타워 1층,정,127.03986038124754,37.50101147065094
파주운정홈플러스점,경기도 파주시 청암로 17번길 17 1층,031-949-1408,경기도 파주시 청암로 17번길 17 1층,정,126.73676017621212,37.72956861632393
송파파크하비오B1점,"서울특별시 송파구 송파대로 111, 송파 파크하비오 하비오길 극장로 203동 지하1층",02-449-6797,"서울특별시 송파구 송파대로 111, 송파 파크하비오 하비오길 극장로 203동 지하1층",정,127.12400488905298,37.48149045344143
장안점,"서울시 동대문구 장안동 372-1, 1층 일부 및 2층 전체",02-2249-9826,"서울특별시 동대문구 장안동 372-1, 1층 일부 및 2층 전체",정,127.07047550953988,37.570938405113125
해운대점,부산시 해운대구 해운대 해변로277 다옴빌딩1층,051-746-8214,부산광역시 해운대구 해운대 해변로277 다옴빌딩1층,정,129.16155569929532,35.1598838972367
천호역점,서울시 강동구 올림픽로 659 쌍용플래티넘리버 1층,02-488-5912,서울특별시 강동구 올림픽로 659 쌍용플래티넘리버 1층,정,127.12356485682513,37.54030459017425
부천상동점,경기도 부천시 길주로 111 센타플라자 1층,032-329-9471,경기도 부천시 길주로 111 센타플라자 1층,정,126.75488440435059,37.50632713811787
홍대역8번출구점,서울시 마포구 양화로18안길 7 2층,02-338-9463,서울특별시 마포구 양화로18안길 7 2층,정,126.92509246952929,37.55683441902955
원주AK플라자점,강원도 원주시 봉화로1 AK플라자원주점 1층,033-748-0631,강원도 원주시 봉화로1 AK플라자원주점 1층,정,127.92764420597418,37.34567975767917
구의삼성쉐르빌점,서울특별시 광진구 구의강변로 106 삼성쉐르빌 1층,02-2201-8953,서울특별시 광진구 구의강변로 106 삼성쉐르빌 1층,정,127.09489767983189,37.53985819769904
송파파크하비오점,서울특별시 송파구 송파대로 111 송파파크하비오 205동 1층 110-113,02-449-6881,서울특별시 송파구 송파대로 111 송파파크하비오 205동 1층 110-113,정,127.12400488905298,37.48149045344143
종각역점,서울시 종로구 종로 70 2층,02-739-6268,서울특별시 종로구 종로 70 2층,정,126.98517178547897,37.56991532013818
잠원논현역점,서울시 서초구 신반포로47길 5 건물전체 1~3층,02-541-7404,서울특별시 서초구 신반포로47길 5 건물전체 1~3층,정,127.01944465540635,37.51094822731511
강동경희대병원앞점,서울특별시 강동구 동남로 885 양지빌딩 1층,02-481-9938,서울특별시 강동구 동남로 885 양지빌딩 1층,정,127.15597655712425,37.552653783443624
서초부띠크모나코점,서울특별시 서초구 서초대로 397 부띠크모나코 1층,02-537-4662,서울특별시 서초구 서초대로 397 부띠크모나코 1층,정,127.02451634260198,37.49743396173928
화정중앙공원점,경기도 고양시 덕양구 화신로260번길 26 동민프라자 1층 103~107호,031-979-9402,경기도 고양시 덕양구 화신로260번길 26 동민프라자 1층 103~107호,정,126.83299303159062,37.631742324981516
안양1번가점,경기도 안양시 만안구 안양로304번길 12 세진빌딩 2층,031-468-9096,경기도 안양시 만안구 안양로304번길 12 세진빌딩 2층,정,126.92192932789385,37.399413927295505
문정역엠스테이트점,서울 송파구 문정동 643-1번지 엠스테이트 B동 지하1층,02-6177-9080,서울특별시 송파구 문정동 643-1번지 엠스테이트 B동 지하1층,유,127.115462655689,37.481767918995935
합정역점,"서울시 마포구 독막로 13, 2층",02-338-9178,"서울특별시 마포구 독막로 13, 2층",정,126.91506506999933,37.54881275759201
강북구청앞점,"서울특별시 강북구 한천로 139길 25, 1층 일부 및 2층 (수유동 191-70)",02-994-8878,"서울특별시 강북구 한천로 139길 25, 1층 일부 및 2층 (수유동 191-70)",정,127.02572499217604,37.63909560831502
신논현역2번출구점,서울시 서초구 강남대로 475 2층,02-541-9650,서울특별시 서초구 강남대로 475 2층,정,127.02385959011347,37.50472600978386
강남역12번출구점,서울특별시 강남구 테헤란로 111 2층,02-569-5838,서울특별시 강남구 테헤란로 111 2층,정,127.02928179902194,37.498880799185024
도곡동지오빌딩점,"서울특별시 강남구 도곡동 543-1, 지오빌딩 B1층",02-2058-3027,"서울특별시 강남구 도곡동 543-1, 지오빌딩 B1층",정,127.04165085999547,37.492228903258635
부산수영역점,부산광역시 수영구 수영로 667 1층,051-759-9046,부산광역시 수영구 수영로 667 1층,정,129.1144789887425,35.165354924415176
노원역점,"서울시 노원구 노해로 490, 길빌딩 2층",02-952-9577,"서울특별시 노원구 노해로 490, 길빌딩 2층",정,127.06241362561329,37.65441320936268
평택소사점,"경기도 평택시 평남로 862, 로이드빌딩 1층",031-692-2405,"경기도 평택시 평남로 862, 로이드빌딩 1층",정,127.11150183762568,37.00046893415584
여의도SK증권빌딩점,서울특별시 영등포구 국제금융로8길31 여의도SK증권빌딩점 1층,02-6484-5150,서울특별시 영등포구 국제금융로8길31 여의도SK증권빌딩점 1층,정,126.92806703292676,37.519747532824624
송도트리플스트리트점,"인천 연수구 송도과학로 16번길 33-4 D동 119호,207호",032-310-9644,"인천광역시 연수구 송도과학로 16번길 33-4 D동 119호,207호",정,126.6628417647857,37.37866084031053
합정푸르지오점,"서울특별시 마포구 월드컵로 3길 14, 푸르지오 2차 1층",02-338-7684,"서울특별시 마포구 월드컵로 3길 14, 푸르지오 2차 1층",정,126.91234310193744,37.551035483061405
한티역디마크빌딩점,서울특별시 강남구 도곡로 408 디마크빌딩 1층,02-2052-6590,서울특별시 강남구 도곡로 408 디마크빌딩 1층,정,127.05523257517717,37.49662159458535
몽촌토성역점,"서울시 송파구 방이동 44-2, 장은빌딩 1층",02-2141-0407,"서울특별시 송파구 방이동 44-2, 장은빌딩 1층",정,127.1127569475702,37.516921882388466
방이역4번출구점,서울 송파구 방이동 206-11,02-420-0386,서울특별시 송파구 방이동 206-11,정,127.1257654082972,37.509344947276794
성남신흥점,경기도 성남시 수정구 수정로 190 (신흥동),031-759-6675,경기도 성남시 수정구 수정로 190 (신흥동),정,127.14097869560732,37.443428013115515
현대시티몰가든파이브점,서울특별시 송파구 충민로 66 가든파이브 라이프동 테크노관 1층,02-2673-2110,서울특별시 송파구 충민로 66 가든파이브 라이프동 테크노관 1층,정,127.12496191013095,37.47761492264638
한성대입구역점,서울특별시 성북구 삼선교로 12 1층,02-766-7951,서울특별시 성북구 삼선교로 12 1층,정,127.00714083618809,37.58758893429098
위례2차아이파크점,서울시 송파구 위례광장로 230 위례2차 아이파크 B동 1층,02-449-9703,서울특별시 송파구 위례광장로 230 위례2차 아이파크 B동 1층,정,127.14340179050656,37.47942967629774
논현201-5번지점,"서울특별시 강남구  강남대로112길 20 1층, 2층",02-541-9563,"서울특별시 강남구 강남대로112길 20 1층, 2층",정,127.02605025942628,37.505508184685866
동교동삼거리점,서울특별시 마포구 양화로 196(동교동),02-336-9198,서울특별시 마포구 양화로 196(동교동),정,126.92651560707316,37.55837452996565
혜화역1번출구점,서울특별시 종로구 대학로 128 2층,02-766-7937,서울특별시 종로구 대학로 128 2층,정,127.00216263015504,37.58271430062949
부산정관점,"부산광역시 기장군 정관로 563 1층,2층",051-728-7435,"부산광역시 기장군 정관로 563 1층,2층",정,129.17563415266375,35.321914545433124
인천공항 제2여객터미널 입구점,인천광역시 중구 운서동 2868 인천공항 제2터미널 1층 연번(23-124),032-743-2894,인천광역시 중구 운서동 2868 인천공항 제2터미널 1층 연번(23-124),정,126.43363064126096,37.46858932855569
양천향교역점,서울특별시 강서구 강서로 457(마곡동),02-3665-9506,서울특별시 강서구 강서로 457(마곡동),정,126.84042199659739,37.56624343457712
성균관대 자연과학캠퍼스점,"경기 수원시 장안구 서부로 2066, 성균관대 자연과학 캠퍼스 N센터 1층",031-278-7640,"경기도 수원시 장안구 서부로 2066, 성균관대 자연과학 캠퍼스 N센터 1층",정,126.97237333606891,37.29221430080631
응암동점,"서울시 은평구 은평로 121(응암동), 메디컬빌딩",02-389-6283,"서울특별시 은평구 은평로 121(응암동), 메디컬빌딩",정,126.92109453350893,37.600445280394716
수원송죽DT점,경기도 수원시 장안구 경수대로 989,031-248-6086,경기도 수원시 장안구 경수대로 989,정,127.00292611611918,37.305078666307196
마곡마커스빌딩점,서울특별시 강서구 마곡동로 55 마커스빌딩 1층,02-6905-3030,서울특별시 강서구 마곡동로 55 마커스빌딩 1층,정,126.83303697118812,37.56006741531489
신용산역래미안점,서울시 용산구 한강대로95,02-2074-1049,서울특별시 용산구 한강대로95,정,126.96728663680257,37.52945193014557
선릉역3번출구세방빌딩점,서울특별시 강남구 선릉로 433 세방빌딩 1층,02-2051-9328,서울특별시 강남구 선릉로 433 세방빌딩 1층,정,127.04891608374807,37.5037769716641
서수원이마트점,"경기도 수원시 권선구 수인로 291(구운동), 이마트 서수원점 1층",031-278-6593,"경기도 수원시 권선구 수인로 291(구운동), 이마트 서수원점 1층",정,126.96982477217067,37.283391837460606
수원인계DT점,경기도 수원시 팔달구 인계로79 (인계동),031-898-8818,경기도 수원시 팔달구 인계로79 (인계동),정,127.0264806923234,37.26887263673113
부산서면서전로점,"부산광역시 부산진구 서전로 12, 1층",051-819-8708,"부산광역시 부산진구 서전로 12, 1층",정,129.0608716758722,35.15752304847512
동탄능동DT점,"경기도 화성시 능동 453-4,453-8,454-1 소재 건물(1~3층)",031-267-4182,"경기도 화성시 능동 453-4,453-8,454-1 소재 건물(1~3층)",정,127.05633335756407,37.21097887138649
분당차병원본관앞점,경기도 성남시 분당구 야탑로64 DS타워 1층,031-8017-8243,경기도 성남시 분당구 야탑로64 DS타워 1층,정,127.12597858267938,37.4095024972548
IFC MALL 3호점,서울시 영등포구 국제금융로10 IFC Mall L2(2층),02-6137-5056,서울특별시 영등포구 국제금융로10 IFC Mall L2(2층),정,126.92487602368978,37.52517710110054
